age,job,marital,education,default,balance,housing,loan,duration,campaign,pdays,previous,poutcome,deposit
40,technician,single,secondary,no,153,no,no,125,2,-1,0,unknown,no
36,student,married,primary,no,3503,no,no,31,1,-1,0,unknown,no
49,technician,married,secondary,no,-849,yes,yes,197,1,-1,0,unknown,no
45,technician,married,secondary,no,1441,yes,no,93,1,113,2,other,no
40,management,married,tertiary,no,2487,no,no,126,1,-1,0,unknown,no
31,management,married,tertiary,no,927,no,no,100,4,-1,0,unknown,no
32,entrepreneur,married,tertiary,no,598,no,no,135,6,-1,0,unknown,no
44,admin.,married,secondary,no,345,yes,no,208,8,-1,0,unknown,no
27,blue-collar,married,secondary,no,197,no,no,222,1,-1,0,unknown,no
25,admin.,single,tertiary,no,220,no,no,68,1,-1,0,unknown,no
56,services,married,secondary,no,9,no,yes,285,2,-1,0,unknown,no
59,retired,married,secondary,no,5678,yes,no,238,2,-1,0,unknown,no
31,management,single,tertiary,no,0,no,no,9,12,-1,0,unknown,no
49,admin.,divorced,secondary,no,169,yes,no,447,1,-1,0,unknown,no
50,blue-collar,divorced,primary,no,388,no,no,701,1,-1,0,unknown,no
42,unknown,single,unknown,yes,61,no,no,115,1,-1,0,unknown,no
37,management,married,tertiary,no,7100,no,no,757,2,-1,0,unknown,no
36,blue-collar,single,secondary,no,219,yes,yes,270,2,347,1,failure,no
53,blue-collar,married,secondary,no,-76,no,no,173,1,164,4,other,no
51,blue-collar,married,unknown,no,1432,no,no,388,1,-1,0,unknown,no
42,blue-collar,married,secondary,no,879,yes,no,140,1,-1,0,unknown,no
47,housemaid,married,primary,no,0,yes,no,193,1,-1,0,unknown,no
40,self-employed,married,tertiary,no,1498,no,no,62,1,-1,0,unknown,no
25,blue-collar,single,secondary,no,543,yes,no,302,1,-1,0,unknown,no
36,blue-collar,married,secondary,no,1797,yes,yes,166,1,181,2,failure,no
80,retired,married,primary,no,2994,no,no,320,1,-1,0,unknown,no
60,self-employed,married,secondary,no,1690,no,no,64,11,-1,0,unknown,no
51,management,married,secondary,no,1573,no,no,72,18,-1,0,unknown,no
59,housemaid,married,tertiary,no,0,no,yes,376,2,-1,0,unknown,no
80,retired,married,secondary,no,173,no,no,87,3,-1,0,unknown,no
47,admin.,married,unknown,no,989,no,no,116,1,-1,0,unknown,no
36,services,married,secondary,no,335,yes,no,339,2,-1,0,unknown,no
31,blue-collar,single,unknown,yes,17,yes,no,72,1,-1,0,unknown,no
33,technician,married,secondary,no,-74,yes,no,198,4,-1,0,unknown,no
45,services,married,unknown,no,8319,no,no,75,2,-1,0,unknown,no
33,blue-collar,single,secondary,no,15341,no,no,335,1,334,3,failure,no
51,technician,married,secondary,no,52,no,no,114,2,-1,0,unknown,no
51,unemployed,divorced,secondary,no,-56,yes,no,544,3,-1,0,unknown,no
48,blue-collar,married,primary,no,1670,no,no,145,1,-1,0,unknown,no
34,technician,single,tertiary,no,370,no,no,116,2,-1,0,unknown,no
28,management,single,tertiary,no,466,yes,no,170,2,-1,0,unknown,no
33,technician,single,secondary,no,2583,no,no,241,1,108,1,failure,no
36,services,married,secondary,no,1177,yes,yes,50,5,-1,0,unknown,no
40,self-employed,married,secondary,no,311,yes,no,723,2,-1,0,unknown,no
34,entrepreneur,married,tertiary,no,842,yes,no,141,2,-1,0,unknown,no
31,technician,single,tertiary,no,2744,yes,no,309,2,-1,0,unknown,no
49,technician,married,tertiary,no,503,no,no,297,2,-1,0,unknown,no
35,management,single,tertiary,no,62,yes,no,214,4,15,3,success,no
38,management,single,tertiary,no,4841,no,no,580,3,-1,0,unknown,no
32,technician,married,secondary,no,253,yes,no,76,1,170,3,failure,no
33,blue-collar,married,secondary,no,842,no,no,111,4,-1,0,unknown,no
39,admin.,married,unknown,no,378,no,no,17,5,-1,0,unknown,no
30,services,married,secondary,no,637,yes,no,69,5,-1,0,unknown,no
53,admin.,divorced,secondary,no,-372,yes,no,104,1,-1,0,unknown,no
24,technician,single,secondary,no,135,yes,yes,250,1,-1,0,unknown,no
52,entrepreneur,divorced,secondary,no,7,no,no,150,5,-1,0,unknown,no
27,management,single,tertiary,no,446,no,no,205,3,-1,0,unknown,no
36,admin.,single,secondary,no,1328,no,no,69,9,-1,0,unknown,no
29,admin.,married,secondary,no,252,yes,no,1223,3,371,1,failure,no
47,blue-collar,married,secondary,no,125,no,no,210,2,-1,0,unknown,no
43,blue-collar,married,secondary,no,1324,yes,no,179,5,-1,0,unknown,no
48,management,divorced,tertiary,no,-244,yes,no,253,1,-1,0,unknown,no
57,entrepreneur,married,unknown,no,657,no,no,344,1,-1,0,unknown,no
25,management,single,tertiary,no,2140,no,no,81,1,-1,0,unknown,no
43,services,divorced,secondary,no,5571,no,no,149,1,-1,0,unknown,no
50,technician,married,secondary,no,103,yes,no,79,6,-1,0,unknown,no
54,technician,divorced,tertiary,no,2133,no,no,176,1,-1,0,unknown,no
38,services,married,secondary,no,8876,no,no,636,1,-1,0,unknown,no
41,housemaid,divorced,primary,no,22,yes,no,238,3,126,4,other,no
35,admin.,married,secondary,no,3854,yes,no,131,1,-1,0,unknown,no
33,management,married,tertiary,no,32,no,no,27,7,-1,0,unknown,no
51,technician,married,secondary,no,337,yes,no,687,4,-1,0,unknown,no
29,blue-collar,single,secondary,no,228,no,no,355,1,-1,0,unknown,no
34,blue-collar,divorced,secondary,no,1125,yes,yes,141,2,-1,0,unknown,no
51,management,married,tertiary,no,1612,yes,no,61,2,131,1,failure,no
58,housemaid,married,primary,no,1310,yes,yes,1226,2,-1,0,unknown,no
50,services,divorced,secondary,yes,-210,no,yes,153,7,-1,0,unknown,no
38,housemaid,married,secondary,no,0,yes,no,157,1,-1,0,unknown,no
57,entrepreneur,married,unknown,no,975,yes,yes,236,4,-1,0,unknown,no
49,services,married,tertiary,no,306,yes,no,285,7,-1,0,unknown,no
42,blue-collar,married,primary,no,170,yes,no,51,41,-1,0,unknown,no
33,technician,single,tertiary,no,154,no,no,159,2,-1,0,unknown,no
34,self-employed,married,tertiary,no,1972,yes,no,61,2,-1,0,unknown,no
36,admin.,single,tertiary,no,994,no,no,185,2,105,3,success,no
60,retired,divorced,tertiary,no,380,no,no,219,1,-1,0,unknown,no
37,services,single,secondary,no,54,yes,no,118,1,-1,0,unknown,no
41,blue-collar,married,primary,no,512,yes,no,233,2,-1,0,unknown,no
36,management,single,tertiary,no,1027,yes,no,151,1,-1,0,unknown,no
56,unemployed,divorced,primary,no,1770,no,no,916,3,-1,0,unknown,no
34,management,married,tertiary,no,13,yes,no,99,3,-1,0,unknown,no
33,unemployed,married,secondary,no,438,yes,yes,129,1,-1,0,unknown,no
29,blue-collar,married,secondary,no,162,yes,no,126,3,-1,0,unknown,no
43,management,married,tertiary,no,-183,no,no,65,1,-1,0,unknown,no
29,management,single,unknown,no,698,no,no,186,1,-1,0,unknown,no
36,admin.,married,secondary,no,165,yes,no,456,4,-1,0,unknown,no
33,technician,single,secondary,no,3499,yes,no,143,3,356,1,other,no
39,management,married,tertiary,no,378,yes,yes,127,2,-1,0,unknown,no
26,technician,single,secondary,no,855,yes,no,87,2,-1,0,unknown,no
41,technician,single,secondary,no,32,yes,no,162,1,-1,0,unknown,no
36,unemployed,divorced,primary,no,0,no,no,304,3,-1,0,unknown,no
31,management,single,tertiary,no,0,no,no,191,5,-1,0,unknown,no
34,blue-collar,married,secondary,no,2994,yes,no,358,1,176,1,failure,no
28,blue-collar,married,secondary,no,1238,yes,no,246,1,-1,0,unknown,no
47,services,married,secondary,no,1717,no,no,216,9,-1,0,unknown,no
41,admin.,single,secondary,no,224,yes,no,22,8,-1,0,unknown,no
39,technician,single,secondary,no,1048,yes,yes,201,2,-1,0,unknown,no
53,admin.,divorced,secondary,no,592,yes,no,151,1,-1,0,unknown,no
45,self-employed,married,secondary,no,396,no,no,238,1,-1,0,unknown,no
30,services,single,secondary,no,268,no,no,86,1,-1,0,unknown,no
39,services,married,secondary,no,0,yes,no,503,1,-1,0,unknown,no
30,self-employed,single,secondary,no,5223,no,no,404,2,-1,0,unknown,no
32,admin.,divorced,secondary,no,1611,yes,yes,93,1,-1,0,unknown,no
66,retired,married,secondary,no,780,no,no,388,4,-1,0,unknown,no
26,blue-collar,married,primary,no,399,yes,no,1288,2,-1,0,unknown,no
30,services,single,secondary,no,1649,yes,no,206,1,-1,0,unknown,no
42,services,single,unknown,no,974,no,no,73,2,-1,0,unknown,no
44,management,married,tertiary,no,22,yes,no,265,2,-1,0,unknown,no
38,services,married,secondary,no,507,yes,no,55,1,344,1,failure,no
31,technician,divorced,secondary,no,10787,yes,no,135,2,-1,0,unknown,no
34,technician,married,secondary,no,-259,yes,no,124,2,-1,0,unknown,no
42,blue-collar,married,secondary,no,414,yes,no,400,3,-1,0,unknown,no
34,admin.,divorced,secondary,no,67,yes,no,90,1,-1,0,unknown,no
31,blue-collar,single,tertiary,no,328,yes,no,414,1,175,1,failure,no
30,technician,married,secondary,no,4,yes,no,17,5,-1,0,unknown,no
31,management,single,tertiary,no,471,no,no,153,2,-1,0,unknown,no
47,blue-collar,married,primary,no,3038,yes,no,151,2,-1,0,unknown,no
52,blue-collar,married,secondary,no,2276,no,no,83,3,-1,0,unknown,no
31,blue-collar,married,primary,no,-848,yes,no,559,3,-1,0,unknown,no
51,admin.,married,secondary,no,2662,no,no,148,2,-1,0,unknown,no
48,services,married,secondary,no,2597,yes,no,182,2,355,1,failure,no
47,blue-collar,married,primary,no,550,yes,no,113,1,-1,0,unknown,no
55,retired,married,tertiary,no,357,yes,no,878,1,-1,0,unknown,no
58,entrepreneur,married,primary,no,1153,yes,yes,206,6,337,6,failure,no
74,retired,married,tertiary,no,4912,no,no,129,3,-1,0,unknown,no
30,technician,single,secondary,no,194,no,yes,60,3,-1,0,unknown,no
40,management,married,tertiary,yes,0,no,no,165,5,-1,0,unknown,no
50,blue-collar,married,primary,no,565,yes,yes,36,3,-1,0,unknown,no
36,management,divorced,tertiary,no,649,no,no,237,2,91,1,failure,no
26,admin.,divorced,secondary,no,-45,yes,no,357,2,-1,0,unknown,no
30,admin.,married,secondary,no,1310,no,no,3284,1,-1,0,unknown,no
34,blue-collar,married,secondary,no,2308,yes,no,1062,1,-1,0,unknown,no
53,unemployed,single,secondary,no,4,no,no,259,3,-1,0,unknown,no
42,blue-collar,married,secondary,no,1297,yes,no,697,2,-1,0,unknown,no
33,management,married,tertiary,no,1808,yes,no,99,4,-1,0,unknown,no
35,unemployed,married,secondary,no,2080,yes,no,266,3,-1,0,unknown,no
33,services,married,secondary,no,5034,yes,no,207,3,-1,0,unknown,no
41,admin.,divorced,secondary,no,322,yes,no,87,4,-1,0,unknown,no
40,blue-collar,married,secondary,no,679,yes,no,642,2,304,1,failure,no
32,management,single,tertiary,no,1742,no,no,231,2,-1,0,unknown,no
54,management,married,tertiary,no,154,no,no,155,3,-1,0,unknown,no
31,unemployed,single,tertiary,no,140,yes,no,11,2,-1,0,unknown,no
35,services,married,secondary,no,377,no,yes,30,13,-1,0,unknown,no
47,services,single,secondary,no,3644,no,no,83,2,-1,0,unknown,no
48,blue-collar,married,primary,yes,-50,yes,no,212,6,-1,0,unknown,no
50,management,married,tertiary,no,453,no,yes,608,1,-1,0,unknown,no
33,blue-collar,single,secondary,no,45,no,no,13,12,-1,0,unknown,no
40,blue-collar,married,primary,no,46,yes,no,119,1,-1,0,unknown,no
60,retired,married,secondary,no,2060,no,no,135,4,95,4,failure,no
68,retired,married,secondary,no,1316,no,no,92,5,-1,0,unknown,no
54,blue-collar,married,unknown,no,-361,yes,no,227,1,-1,0,unknown,no
30,management,single,tertiary,no,349,no,no,180,3,-1,0,unknown,no
42,blue-collar,single,primary,no,-68,yes,yes,167,1,-1,0,unknown,no
57,retired,married,unknown,no,-157,no,no,31,9,-1,0,unknown,no
28,management,single,tertiary,no,320,yes,no,239,1,-1,0,unknown,no
55,management,married,tertiary,no,86,no,no,64,1,-1,0,unknown,no
42,blue-collar,married,secondary,no,681,yes,no,203,1,-1,0,unknown,no
49,housemaid,married,primary,no,0,yes,no,42,3,-1,0,unknown,no
41,management,divorced,tertiary,no,4567,yes,yes,106,1,-1,0,unknown,no
31,technician,single,secondary,no,40,no,no,123,2,-1,0,unknown,no
33,blue-collar,single,secondary,no,706,yes,no,329,1,322,1,failure,no
55,admin.,married,secondary,no,420,yes,no,41,3,-1,0,unknown,no
34,technician,single,tertiary,no,0,yes,no,158,2,-1,0,unknown,no
38,entrepreneur,married,secondary,no,65,no,no,173,1,-1,0,unknown,no
46,blue-collar,married,secondary,no,-27,yes,no,254,1,-1,0,unknown,no
49,services,single,primary,no,114,yes,no,99,2,-1,0,unknown,no
44,technician,single,tertiary,no,678,no,no,111,1,124,2,other,no
57,technician,divorced,secondary,no,3105,yes,no,173,11,-1,0,unknown,no
44,housemaid,married,secondary,no,281,yes,no,604,1,-1,0,unknown,no
42,self-employed,married,tertiary,no,1932,yes,no,192,32,-1,0,unknown,no
37,management,divorced,tertiary,no,481,yes,no,97,6,-1,0,unknown,no
42,blue-collar,single,primary,no,156,yes,no,7,4,371,5,failure,no
33,blue-collar,married,secondary,no,0,yes,yes,16,43,-1,0,unknown,no
31,blue-collar,married,secondary,no,557,yes,yes,185,1,-1,0,unknown,no
34,admin.,married,secondary,no,1467,yes,no,113,1,332,2,failure,no
26,blue-collar,single,secondary,no,428,no,yes,575,1,-1,0,unknown,no
42,technician,married,secondary,no,994,yes,no,365,5,-1,0,unknown,no
41,technician,single,secondary,no,769,no,yes,222,4,98,4,other,no
35,technician,married,tertiary,no,108,yes,no,65,3,-1,0,unknown,no
26,student,single,unknown,no,19,no,no,268,1,-1,0,unknown,no
42,management,married,tertiary,no,199,yes,no,497,1,-1,0,unknown,no
36,blue-collar,married,primary,no,448,yes,no,286,1,-1,0,unknown,no
60,admin.,single,secondary,no,473,no,no,175,2,8,1,other,no
51,entrepreneur,married,primary,no,726,yes,yes,87,2,-1,0,unknown,no
32,management,single,tertiary,no,0,no,no,148,2,-1,0,unknown,no
46,blue-collar,married,secondary,no,536,yes,no,164,2,-1,0,unknown,no
31,blue-collar,single,secondary,no,2194,no,no,275,2,357,1,other,no
42,housemaid,divorced,secondary,no,1406,yes,no,178,1,-1,0,unknown,no
45,technician,married,secondary,no,44,yes,no,95,4,-1,0,unknown,no
31,management,divorced,tertiary,no,-6,no,yes,119,6,-1,0,unknown,no
41,technician,divorced,secondary,no,1631,yes,no,173,2,-1,0,unknown,no
28,blue-collar,single,secondary,no,4054,yes,no,133,2,-1,0,unknown,no
41,technician,divorced,secondary,no,75,no,no,351,2,-1,0,unknown,no
36,student,single,unknown,no,172,no,no,81,1,-1,0,unknown,no
41,blue-collar,married,secondary,no,356,yes,no,90,5,-1,0,unknown,no
40,blue-collar,married,secondary,no,1508,no,no,177,2,85,3,failure,no
40,services,divorced,secondary,no,49,no,yes,191,1,-1,0,unknown,no
58,blue-collar,married,secondary,no,544,no,no,97,1,-1,0,unknown,no
32,management,married,tertiary,no,-383,yes,no,241,1,-1,0,unknown,no
30,technician,married,tertiary,no,606,yes,no,551,1,-1,0,unknown,no
43,management,divorced,tertiary,no,-410,no,yes,189,1,-1,0,unknown,no
33,technician,single,tertiary,no,469,no,no,158,9,-1,0,unknown,no
30,management,single,tertiary,no,2,no,no,269,1,-1,0,unknown,no
37,services,divorced,secondary,no,241,yes,no,189,1,371,1,failure,no
40,technician,divorced,secondary,no,0,no,no,299,3,-1,0,unknown,no
39,services,single,secondary,no,322,yes,no,35,1,350,1,failure,no
39,management,divorced,tertiary,no,2193,yes,yes,550,3,-1,0,unknown,no
26,entrepreneur,married,tertiary,yes,144,no,yes,730,1,-1,0,unknown,no
35,services,married,secondary,no,0,yes,no,810,1,-1,0,unknown,no
59,management,married,unknown,no,3428,yes,yes,103,1,-1,0,unknown,no
31,entrepreneur,married,secondary,no,10,yes,yes,161,3,188,9,failure,no
36,management,single,tertiary,no,1841,yes,no,141,4,-1,0,unknown,no
26,technician,single,secondary,no,84,yes,no,70,3,-1,0,unknown,no
36,housemaid,married,primary,no,622,no,no,55,5,-1,0,unknown,no
59,technician,married,primary,no,309,no,yes,25,5,-1,0,unknown,no
42,services,married,secondary,no,154,yes,no,346,5,372,1,other,no
35,blue-collar,married,secondary,no,1949,yes,no,200,3,-1,0,unknown,no
59,blue-collar,married,secondary,no,2605,no,no,85,2,-1,0,unknown,no
44,technician,married,secondary,no,5163,no,no,48,2,-1,0,unknown,no
34,management,married,tertiary,no,557,yes,no,513,1,-1,0,unknown,no
36,technician,divorced,tertiary,no,119,no,no,127,8,-1,0,unknown,no
43,management,married,tertiary,no,0,yes,no,280,2,-1,0,unknown,no
45,unknown,married,unknown,no,356,no,no,212,2,-1,0,unknown,no
29,technician,single,secondary,no,1395,yes,no,61,1,-1,0,unknown,no
29,services,single,secondary,no,20,yes,no,431,1,-1,0,unknown,no
40,technician,married,tertiary,no,84,no,no,715,8,-1,0,unknown,no
31,blue-collar,single,secondary,no,609,yes,no,1126,1,335,1,failure,no
29,technician,single,secondary,no,1856,yes,yes,134,1,-1,0,unknown,no
37,services,single,secondary,no,608,no,no,380,3,-1,0,unknown,no
35,admin.,single,secondary,no,0,no,yes,480,1,-1,0,unknown,no
35,entrepreneur,married,tertiary,no,1859,yes,no,227,2,-1,0,unknown,no
39,services,divorced,secondary,no,282,yes,no,243,1,-1,0,unknown,no
28,student,single,secondary,no,154,yes,no,21,9,-1,0,unknown,no
31,services,single,secondary,no,222,yes,no,168,2,-1,0,unknown,no
34,housemaid,married,tertiary,no,897,no,no,197,4,-1,0,unknown,no
31,entrepreneur,single,secondary,no,131,yes,no,157,1,-1,0,unknown,no
51,blue-collar,married,primary,no,0,no,no,384,1,-1,0,unknown,no
53,management,married,tertiary,no,37,no,no,51,9,-1,0,unknown,no
34,admin.,single,secondary,no,1704,yes,no,218,2,-1,0,unknown,no
42,technician,married,secondary,no,314,no,no,11,22,-1,0,unknown,no
33,technician,married,secondary,no,399,yes,no,143,1,-1,0,unknown,no
29,self-employed,single,tertiary,no,300,no,no,125,1,-1,0,unknown,no
25,services,single,secondary,no,382,yes,no,392,1,-1,0,unknown,no
42,services,married,secondary,no,1301,yes,no,510,6,-1,0,unknown,no
46,unemployed,divorced,secondary,no,0,no,no,638,3,-1,0,unknown,no
52,technician,married,secondary,no,930,yes,no,94,16,-1,0,unknown,no
60,management,divorced,primary,no,21,no,yes,113,3,-1,0,unknown,no
25,services,single,secondary,no,111,no,yes,316,1,-1,0,unknown,no
55,technician,single,secondary,no,1199,no,yes,159,10,-1,0,unknown,no
37,unemployed,divorced,tertiary,no,1085,no,no,146,4,-1,0,unknown,no
49,blue-collar,married,primary,no,230,no,yes,176,1,-1,0,unknown,no
42,entrepreneur,married,primary,no,558,yes,no,186,2,-1,0,unknown,no
32,technician,single,tertiary,no,127,yes,no,20,17,-1,0,unknown,no
43,technician,married,primary,no,4844,yes,no,434,1,-1,0,unknown,no
26,student,single,unknown,no,826,no,no,177,1,-1,0,unknown,no
41,technician,single,secondary,no,30,no,no,1003,1,-1,0,unknown,no
30,management,single,tertiary,no,2708,no,no,479,1,-1,0,unknown,no
42,services,married,secondary,no,108,yes,yes,225,2,365,7,failure,no
34,blue-collar,married,secondary,no,577,no,no,337,1,-1,0,unknown,no
20,student,single,tertiary,no,2764,yes,no,139,2,-1,0,unknown,no
45,unknown,married,unknown,no,2834,no,no,112,1,-1,0,unknown,no
58,retired,married,secondary,no,-324,yes,no,229,2,-1,0,unknown,no
51,management,married,tertiary,no,4,yes,no,58,2,-1,0,unknown,no
55,management,married,unknown,no,559,no,no,271,2,-1,0,unknown,no
31,technician,single,secondary,no,271,yes,no,269,1,-1,0,unknown,no
42,housemaid,single,primary,no,5774,yes,no,54,2,-1,0,unknown,no
48,blue-collar,married,primary,no,816,yes,no,114,7,-1,0,unknown,no
62,retired,married,secondary,no,3,no,no,151,1,-1,0,unknown,no
40,admin.,divorced,secondary,no,274,yes,yes,53,4,-1,0,unknown,no
37,management,married,tertiary,no,11265,no,no,417,1,-1,0,unknown,no
39,housemaid,divorced,secondary,no,70,no,no,346,2,128,8,success,no
34,blue-collar,married,secondary,no,405,yes,no,103,1,-1,0,unknown,no
52,technician,married,secondary,no,22755,yes,no,70,2,-1,0,unknown,no
35,admin.,married,secondary,no,557,yes,no,54,4,-1,0,unknown,no
56,admin.,married,secondary,no,1554,yes,yes,15,6,190,27,other,no
37,blue-collar,married,primary,no,89,no,yes,336,4,-1,0,unknown,no
35,blue-collar,married,secondary,no,444,yes,no,244,3,-1,0,unknown,no
31,student,single,tertiary,no,4951,no,no,150,3,-1,0,unknown,no
42,admin.,single,secondary,no,30,yes,no,98,1,266,3,failure,no
27,services,married,secondary,no,1,no,no,528,3,-1,0,unknown,no
33,technician,single,secondary,no,0,no,no,1106,2,-1,0,unknown,no
31,management,single,tertiary,no,0,yes,no,97,2,87,2,other,no
53,blue-collar,married,secondary,no,1093,yes,yes,244,3,-1,0,unknown,no
56,technician,divorced,secondary,no,1561,no,no,75,1,-1,0,unknown,no
80,retired,married,primary,no,1861,no,no,563,2,-1,0,unknown,no
63,housemaid,married,primary,no,333,no,no,321,1,-1,0,unknown,no
37,entrepreneur,married,tertiary,no,342,yes,no,212,1,-1,0,unknown,no
43,admin.,married,secondary,no,388,yes,no,111,2,-1,0,unknown,no
62,retired,married,primary,no,1515,yes,no,131,1,187,2,failure,no
25,admin.,single,secondary,no,654,no,no,216,1,-1,0,unknown,no
51,services,married,secondary,no,-467,no,no,216,5,-1,0,unknown,no
39,blue-collar,married,primary,no,398,yes,no,256,1,-1,0,unknown,no
47,technician,married,secondary,no,0,no,no,74,1,-1,0,unknown,no
39,blue-collar,married,primary,no,12848,yes,no,337,2,-1,0,unknown,no
32,technician,single,secondary,no,5205,no,no,352,1,-1,0,unknown,no
30,management,married,tertiary,no,-181,yes,no,621,2,-1,0,unknown,no
34,management,married,tertiary,no,250,no,no,787,1,188,8,other,no
41,admin.,divorced,secondary,no,110,yes,yes,76,2,-1,0,unknown,no
44,management,married,tertiary,no,445,no,yes,135,2,9,7,other,no
43,management,married,tertiary,no,175,yes,no,129,4,337,1,other,no
30,technician,single,secondary,no,458,no,no,51,7,-1,0,unknown,no
46,management,married,secondary,no,5127,no,no,472,1,-1,0,unknown,no
36,blue-collar,married,secondary,no,928,no,no,224,3,-1,0,unknown,no
56,admin.,married,secondary,no,105,no,no,80,2,-1,0,unknown,no
44,self-employed,single,tertiary,no,18558,yes,no,51,1,190,4,other,no
37,technician,single,secondary,yes,375,no,no,223,2,-1,0,unknown,no
36,management,divorced,tertiary,no,133,yes,no,117,1,-1,0,unknown,no
24,management,married,secondary,no,2278,yes,no,77,4,-1,0,unknown,no
49,technician,single,unknown,no,443,no,no,25,11,-1,0,unknown,no
69,services,married,unknown,no,23592,no,no,837,3,-1,0,unknown,no
47,housemaid,divorced,primary,no,61,no,no,69,5,-1,0,unknown,no
29,services,single,secondary,no,192,no,no,327,4,-1,0,unknown,no
31,technician,single,secondary,no,628,yes,no,1083,2,-1,0,unknown,no
42,management,married,secondary,no,372,yes,no,130,8,-1,0,unknown,no
30,management,single,tertiary,no,222,no,yes,111,1,204,2,other,no
26,admin.,married,secondary,no,2469,no,no,136,8,-1,0,unknown,no
37,unemployed,married,secondary,no,459,no,no,109,4,-1,0,unknown,no
28,blue-collar,married,primary,no,254,yes,no,149,2,-1,0,unknown,no
36,management,divorced,tertiary,no,563,no,no,10,4,-1,0,unknown,no
46,blue-collar,married,primary,no,-29,yes,no,322,1,-1,0,unknown,no
58,blue-collar,married,primary,no,494,no,no,171,10,-1,0,unknown,no
46,blue-collar,married,secondary,no,781,no,no,152,1,-1,0,unknown,no
47,management,married,primary,no,2793,yes,no,102,4,-1,0,unknown,no
50,services,married,secondary,no,1134,no,no,53,2,-1,0,unknown,no
47,technician,married,tertiary,no,4568,no,no,100,1,-1,0,unknown,no
26,student,single,secondary,no,0,yes,no,610,2,-1,0,unknown,no
42,technician,married,tertiary,no,1189,no,no,323,3,-1,0,unknown,no
34,technician,single,secondary,no,692,yes,no,254,1,-1,0,unknown,no
46,management,married,tertiary,no,716,yes,yes,557,1,172,1,failure,no
51,admin.,divorced,secondary,no,520,no,yes,157,1,-1,0,unknown,no
52,unemployed,married,tertiary,no,2133,no,yes,90,1,-1,0,unknown,no
38,technician,single,secondary,no,0,no,no,305,2,-1,0,unknown,no
44,management,married,tertiary,no,70,no,no,165,3,-1,0,unknown,no
52,admin.,single,unknown,no,872,yes,no,82,6,335,1,other,no
32,management,married,tertiary,no,2458,yes,no,77,2,-1,0,unknown,no
35,self-employed,single,tertiary,no,-30,no,no,218,2,-1,0,unknown,no
36,blue-collar,married,primary,no,409,yes,no,81,3,-1,0,unknown,no
37,self-employed,divorced,tertiary,no,60,no,yes,426,3,-1,0,unknown,no
26,management,divorced,tertiary,no,667,no,no,177,2,-1,0,unknown,no
32,admin.,single,secondary,no,620,no,no,211,2,343,3,failure,no
46,admin.,divorced,secondary,no,-60,no,no,117,1,-1,0,unknown,no
50,entrepreneur,married,primary,no,237,yes,yes,184,4,-1,0,unknown,no
43,management,married,secondary,no,373,yes,no,54,1,-1,0,unknown,no
55,unemployed,married,primary,no,1221,no,yes,108,1,-1,0,unknown,no
35,blue-collar,married,secondary,no,0,yes,yes,519,1,-1,0,unknown,no
45,technician,married,secondary,no,999,yes,no,656,2,-1,0,unknown,no
48,technician,married,unknown,no,67,yes,no,328,4,-1,0,unknown,no
31,technician,married,secondary,yes,-463,yes,no,210,1,-1,0,unknown,no
46,blue-collar,married,primary,no,7934,yes,no,123,1,-1,0,unknown,no
50,entrepreneur,divorced,tertiary,no,816,no,no,630,1,-1,0,unknown,no
53,technician,married,tertiary,no,2557,no,no,95,4,182,7,success,no
36,entrepreneur,married,secondary,no,546,no,no,297,3,-1,0,unknown,no
50,entrepreneur,married,secondary,no,78,no,no,143,1,-1,0,unknown,no
40,management,married,tertiary,no,24450,no,no,73,2,-1,0,unknown,no
39,admin.,divorced,secondary,no,765,no,no,155,3,-1,0,unknown,no
38,management,single,tertiary,no,91,yes,no,492,9,-1,0,unknown,no
32,technician,single,tertiary,no,703,yes,no,489,2,271,2,success,no
31,technician,married,secondary,no,589,yes,yes,151,1,-1,0,unknown,no
41,admin.,married,secondary,no,0,no,no,89,1,-1,0,unknown,no
41,self-employed,single,tertiary,no,1755,no,no,152,10,-1,0,unknown,no
58,retired,married,primary,no,269,yes,no,38,2,-1,0,unknown,no
36,technician,married,secondary,no,432,yes,no,61,3,255,2,failure,no
54,self-employed,divorced,primary,no,4382,yes,no,193,4,-1,0,unknown,no
32,services,married,secondary,no,109,yes,no,364,13,-1,0,unknown,no
54,retired,divorced,primary,no,52,no,no,184,3,-1,0,unknown,no
46,blue-collar,married,secondary,no,922,no,yes,151,2,-1,0,unknown,no
31,blue-collar,married,secondary,no,1779,yes,no,85,2,-1,0,unknown,no
34,technician,divorced,secondary,no,8,yes,no,569,2,-1,0,unknown,no
46,blue-collar,married,primary,no,-271,yes,no,65,2,-1,0,unknown,no
45,admin.,married,secondary,no,0,no,no,145,10,-1,0,unknown,no
30,management,married,tertiary,no,14,no,no,90,2,-1,0,unknown,no
38,admin.,married,secondary,no,215,yes,yes,173,2,-1,0,unknown,no
31,student,single,tertiary,no,307,no,no,597,2,-1,0,unknown,no
30,entrepreneur,single,secondary,no,265,yes,yes,67,10,-1,0,unknown,no
43,admin.,married,secondary,no,323,yes,yes,43,3,369,2,failure,no
26,management,single,tertiary,no,800,yes,no,405,2,-1,0,unknown,no
32,technician,single,tertiary,no,392,yes,no,148,2,-1,0,unknown,no
33,services,single,secondary,no,406,yes,no,61,1,275,1,failure,no
40,blue-collar,married,primary,no,104,yes,no,470,2,-1,0,unknown,no
